rank;french;engl;example_french;example_engl
7947;bernois;Bernese;;
7948;notation;rating;;
7949;sollicitation;solicitation;;
7950;brio;brilliant;;
7951;moniteur;monitor;;
7952;verbal;verbal;;
7953;indiana;Indiana;;
7954;dennis;dennis;;
7955;escompter;discount;;
7956;drie;dries;;
7957;écurie;stable;;
7958;ardu;arduous;;
7959;colloque;conference;;
7960;balancer;swing;;
7961;remémorer;remember;;
7962;rangée;row;;
7963;giant;giant;;
7964;basilique;basilica;;
7965;goal;goal;;
7966;keanu;keanu;;
7967;réaménager;reorganize;;
7968;margaret;Margaret;;
7969;glacier;glacier;;
7970;bein;well;;
7971;grammy;grammy;;
7972;indésirable;undesirable;;
7973;éducateur;educator;;
7974;issa;issa;;
7975;bloomberg;bloomberg;;
7976;implantation;implantation;;
7977;consortium;consortium;;
7978;nbc;nbc;;
7979;exacerbé;exacerbated;;
7980;philipsen;philipsen;;
7981;piller;plunder;;
7982;joëlle;joëlle;;
7983;comparution;appearance;;
7984;cercueil;coffin;;
7985;queen;queen;;
7986;diagnostiquer;diagnose;;
7987;épouser;marry;;
7988;grenier;attic;;
7989;rayonner;radiate;;
7990;indignation;indignation;;
7991;indirectement;indirectly;;
7992;jesse;Jesse;;
7993;lloyd;lloyd;;
7994;vosges;Vosges;;
7995;sékou;sekou;;
7996;fâcher;annoy;;
7997;kwh;kWh;;
7998;marius;marius;;
7999;nashville;nashville;;
8000;receveur;recipient;;
8001;facturer;to invoice;;
8002;oral;oral;;
8003;prétender;pretend;;
8004;boubacar;boubacar;;
8005;gabrielle;gabrielle;;
8006;teneur;content;;
8007;prompt;prompt;;
8008;regain;revival;;
8009;guitarist;guitarist;;
8010;model;model;;
8011;villageois;villagers;;
8012;régularisation;regularization;;
8013;beerschot;beerschot;;
8014;exploration;exploration;;
8015;identitaire;identity;;
8016;entacher;taint;;
8017;neveu;nephew;;
8018;iga;iga;;
8019;rapatriement;repatriation;;
8020;dakota;Dakota;;
8021;férié;holiday;;
8022;dévolu;devolved;;
8023;mads;mads;;
8024;edward;edward;;
8025;jongler;juggle;;
8026;hi;hi;;
8027;légèreté;lightness;;
8028;honteux;ashamed;;
8029;reconnaissable;recognizable;;
8030;attiser;stir up;;
8031;enclencher;engage;;
8032;mitterrand;mitterrand;;
8033;fret;freight;;
8034;moratoire;moratorium;;
8035;campbellton;campbellton;;
8036;déséquilibre;imbalance;;
8037;luminosité;brightness;;
8038;antécédent;antecedent;;
8039;davos;Davos;;
8040;filip;filip;;
8041;lgbt;lgbt;;
8042;alec;alec;;
8043;replacer;replace;;
8044;expédier;ship;;
8045;décarbonation;decarbonization;;
8046;bretelle;suspender;;
8047;violée;raped;;
8048;panafricain;pan-African;;
8049;résidu;residue;;
8050;rudy;Rudy;;
8051;casper;casper;;
8052;jose;Jose;;
8053;haineux;hateful;;
8054;kazakhstan;Kazakhstan;;
8055;charismatique;charismatic;;
8056;justification;justification;;
8057;rediriger;redirect;;
8058;lalla;lalla;;
8059;baron;baron;;
8060;fake;fake;;
8061;déconnecter;disconnect;;
8062;canard;duck;;
8063;réformateur;reformer;;
8064;zverev;zverev;;
8065;pressentir;sense;;
8066;ghost;ghost;;
8067;dimitri;dimitri;;
8068;addiction;addiction;;
8069;chloé;chloe;;
8070;dazn;dazn;;
8071;ternir;tarnish;;
8072;namibie;namibia;;
8073;ag;ag;;
8074;une;a;;
8075;habib;habib;;
8076;enclin;inclined;;
8077;cohorte;cohort;;
8078;cac;cac;;
8079;pixel;pixel;;
8080;bœuf;beef;;
8081;pizza;pizza;;
8082;cuba;Cuba;;
8083;largeur;width;;
8084;pittsburgh;Pittsburgh;;
8085;téléphonie;telephony;;
8086;cia;cia;;
8087;old;old;;
8088;immobiliser;immobilize;;
8089;limbourg;Limburg;;
8090;captain;captain;;
8091;éruption;eruption;;
8092;montembeault;montembeault;;
8093;lobby;lobby;;
8094;alexia;Alexia;;
8095;tarification;pricing;;
8096;cnews;cnews;;
8097;shanghai;shanghai;;
8098;fatima;fatima;;
8099;gaspésie;Gaspésie;;
8100;minuscule;tiny;;
8101;turin;Turin;;
8102;cheminement;path;;
8103;thérapeutique;therapeutic;;
8104;écolier;schoolboy;;
8105;vieillir;grow old;;
8106;dissident;dissident;;
8107;hal;hal;;
8108;internationaux;international;;
8109;paradoxe;paradox;;
8110;blâmer;blame;;
8111;élémentaire;elementary;;
8112;alterner;alternate;;
8113;pac;pac;;
8114;dembélé;dembélé;;
8115;cerner;to surround;;
8116;zambie;Zambia;;
8117;mauritanien;Mauritanian;;
8118;couronné;crown;;
8119;géographie;geography;;
8120;stuttgart;stuttgart;;
8121;bruyant;noisy;;
8122;coronavirus;coronavirus;;
8123;morges;morges;;
8124;rc;rc;;
8125;teinter;tint;;
8126;kabylie;kabylie;;
8127;initiale;initial;;
8128;salade;salad;;
8129;loyal;loyal;;
8130;beat;beat;;
8131;exclusion;exclusion;;
8132;récession;recession;;
8133;desserte;service;;
8134;bison;bison;;
8135;céramique;ceramic;;
8136;gradin;bleacher;;
8137;offensivement;offensively;;
8138;constance;constancy;;
8139;trésoreri;treasurer;;
8140;résiliente;resilient;;
8141;daniil;daniil;;
8142;coiffure;hairstyle;;
8143;redoute;redoubt;;
8144;interagir;interact;;
8145;percutant;impactful;;
8146;warren;warren;;
8147;inhumain;inhuman;;
8148;paulo;paulo;;
8149;caucase;Caucasus;;
8150;mœurs;morals;;
8151;gate;spoiled;;
8152;virton;virton;;
8153;bonbon;candy;;
8154;coq;rooster;;
8155;unilatéral;unilateral;;
8156;honorable;honorable;;
8157;vestige;vestige;;
8158;vidéosurveillance;video surveillance;;
8159;foie;liver;;
8160;minime;minimal;;
8161;documenter;document;;
8162;décent;decent;;
8163;mdt;mdt;;
8164;tante;aunt;;
8165;cursus;course;;
8166;dépouill;stripped;;
8167;khalifa;khalifa;;
8168;rebirth;rebirth;;
8169;horloger;watchmaker;;
8170;aéronautique;aeronautics;;
8171;philippin;Filipino;;
8172;enfreindre;infringe;;
8173;dévorer;devour;;
8174;clermont;clermont;;
8175;recrudescence;resurgence;;
8176;méridional;southern;;
8177;cruellement;cruelly;;
8178;disproportionné;disproportionate;;
8179;clic;click;;
8180;impuissant;powerless;;
8181;multijoueur;multiplayer;;
8182;zèbre;zebra;;
8183;processeur;processor;;
8184;papillon;butterfly;;
8185;cop;cop;;
8186;décaler;shift;;
8187;mire;sight;;
8188;trier;sort;;
8189;greffe;graft;;
8190;wisconsin;Wisconsin;;
8191;orthodoxe;orthodox;;
8192;thunder;thunder;;
8193;deir;deir;;
8194;chiffrer;encrypt;;
8195;prédilection;predilection;;
8196;carreau;tile;;
8197;carita;carita;;
8198;xviie;17th;;
8199;geoff;geoff;;
8200;crystal;crystal;;
8201;inchanger;change;;
8202;compréhensible;understandable;;
8203;expérimenter;experiment;;
8204;marié;married;;
8205;galère;galley;;
8206;journalistique;journalistic;;
8207;déforestation;deforestation;;
8208;excéder;exceed;;
8209;hln;hln;;
8210;move;move;;
8211;bobby;bobby;;
8212;preneur;taker;;
8213;fourchette;fork;;
8214;zaventem;zaventem;;
8215;paolo;paolo;;
8216;paradoxalement;paradoxically;;
8217;tonnerre;thunder;;
8218;cnt;cnt;;
8219;vieillissant;aging;;
8220;désarroi;dismay;;
8221;islam;Islam;;
8222;malmener;mishandle;;
8223;académie;academy;;
8224;dubé;dubé;;
8225;sachet;bag;;
8226;mousse;mousse;;
8227;war;war;;
8228;cure;cure;;
8229;eupen;eupen;;
8230;zurichois;Zurich;;
8231;potter;potter;;
8232;dacia;dacia;;
8233;instructeur;instructor;;
8234;dar;dar;;
8235;balnéaire;seaside;;
8236;tordre;twist;;
8237;experte;expert;;
8238;stupide;stupid;;
8239;cleveland;Cleveland;;
8240;yoga;yoga;;
8241;jay;jay;;
8242;désoler;sorry;;
8243;thierno;thierno;;
8244;clinton;clinton;;
8245;monique;monique;;
8246;modi;modi;;
8247;consécration;consecration;;
8248;véhiculer;convey;;
8249;rfc;rfc;;
8250;line;line;;
8251;panthéon;pantheon;;
8252;lily;Lily;;
8253;démon;demon;;
8254;sergent;sergeant;;
8255;orchestre;orchestra;;
8256;contracter;contract;;
8257;burger;burger;;
8258;koffi;koffi;;
8259;troupeau;herd;;
8260;apposer;affix;;
8261;jurist;lawyer;;
8262;prospérer;prosper;;
8263;rétabli;restored;;
8264;autobus;bus;;
8265;rectifier;rectify;;
8266;sterling;sterling;;
8267;best;best;;
8268;fermier;farmer;;
8269;miguel;miguel;;
8270;ostend;ostend;;
8271;tige;stem;;
8272;citron;lemon;;
8273;écossais;Scottish;;
8274;rémy;remy;;
8275;politico;politico;;
8276;back;back;;
8277;pga;pga;;
8278;surcroît;in addition;;
8279;révélateur;developer;;
8280;nadine;nadine;;
8281;rouen;Rouen;;
8282;mc;mc;;
8283;toussaint;all saints day;;
8284;xvi;xvi;;
8285;biographie;biography;;
8286;défavorisé;disadvantaged;;
8287;simuler;simulate;;
8288;tondelier;shearer;;
8289;prolifération;proliferation;;
8290;prolifique;prolific;;
8291;étoilé;star;;
8292;comparativement;comparatively;;
8293;khamenei;khamenei;;
8294;emile;emile;;
8295;richelieu;brogue;;
8296;reims;reims;;
8297;naomi;naomi;;
8298;tampon;buffer;;
8299;ghanéen;Ghanaian;;
8300;dénouement;outcome;;
8301;énoncer;state;;
8302;clerfayt;clerfayt;;
8303;edf;edf;;
8304;fraise;strawberry;;
8305;dégagement;clearance;;
8306;griffe;claw;;
8307;premièrement;first of all;;
8308;bonhomme;good man;;
8309;béni;blessed;;
8310;pleur;cry;;
8311;tremplin;springboard;;
8312;onana;onana;;
8313;ismaël;ismael;;
8314;bgl;bgl;;
8315;airport;airport;;
8316;twitch;twitch;;
8317;faisabilité;feasibility;;
8318;columbia;columbia;;
8319;cyprien;cyprian;;
8320;polluer;pollute;;
8321;paramount;paramount;;
8322;décentralisation;decentralization;;
8323;imprégner;impregnate;;
8324;tiroir;drawer;;
8325;départager;decide;;
8326;terrebonne;Terrebonne;;
8327;déstabilisation;destabilization;;
8328;joaquin;joaquin;;
8329;pillage;plunder;;
8330;confiant;confident;;
8331;sobre;sober;;
8332;fixation;fixing;;
8333;patriotisme;patriotism;;
8334;cagnotte;jackpot;;
8335;répercuter;reverberate;;
8336;philosophique;philosophical;;
8337;ceni;ceni;;
8338;bouillon;broth;;
8339;paniquer;panic;;
8340;infiltrer;infiltrate;;
8341;arrangement;arrangement;;
8342;mustapha;mustapha;;
8343;emily;Emily;;
8344;anéantir;annihilate;;
8345;fi;fi;;
8346;animalier;animal;;
8347;hayat;hayat;;
8348;vinci;vinci;;
8349;cabaret;cabaret;;
8350;stagner;stagnate;;
8351;jesper;jesper;;
8352;béatrice;beatrice;;
8353;lavrov;lavrov;;
8354;clémence;clemency;;
8355;milwaukee;milwaukee;;
8356;roglic;roglic;;
8357;longévité;longevity;;
8358;replonger;dive back;;
8359;gouffre;chasm;;
8360;décrier;decry;;
8361;kigali;kigali;;
8362;unifier;unify;;
8363;nouméa;noumea;;
8364;coran;Koran;;
8365;irm;MRI;;
8366;kerem;kerem;;
8367;yverdon;yverdon;;
8368;saute;jump;;
8369;volcan;volcano;;
8370;marais;swamp;;
8371;mandataire;representative;;
8372;sheikh;sheikh;;
8373;jihad;jihad;;
8374;instruire;educate;;
8375;raïssi;raïssi;;
8376;ravage;ravaged;;
8377;grenat;garnet;;
8378;singh;singh;;
8379;longueuil;longueuil;;
8380;hein;eh;;
8381;exceptionnellement;exceptionally;;
8382;immortaliser;immortalize;;
8383;victorieuse;victorious;;
8384;kabyle;Kabyle;;
8385;oury;oury;;
8386;noix;nut;;
8387;adrian;Adrian;;
8388;maladroit;clumsy;;
8389;lydia;Lydia;;
8390;calvair;ordeal;;
8391;coppola;coppola;;
8392;chantage;blackmail;;
8393;délibération;deliberation;;
8394;hanouna;hanouna;;
8395;grogne;growls;;
8396;impasse;dead end;;
8397;girard;girard;;
8398;colistier;running mate;;
8399;régir;govern;;
8400;ravel;ravel;;
8401;imprévu;unexpected;;
8402;chagrin;grief;;
8403;resserrer;tighten;;
8404;acoustique;acoustic;;
8405;felipe;felipe;;
8406;lorenzo;lorenzo;;
8407;asbl;asbl;;
8408;pdci;pdci;;
8409;gazoduc;gas pipeline;;
8410;sao;sao;;
8411;laurens;laurens;;
8412;occident;West;;
8413;illusion;illusion;;
8414;incidence;impact;;
8415;ambulancier;paramedic;;
8416;détendre;relax;;
8417;courtier;broker;;
8418;explicitement;explicitly;;
8419;christ;Christ;;
8420;faf;faf;;
8421;vilain;naughty;;
8422;sprinteur;sprinter;;
8423;xxl;xxl;;
8424;adèle;Adele;;
8425;billy;Billy;;
8426;fabuleux;fabulous;;
8427;copine;girlfriend;;
8428;kendji;kendji;;
8429;contaminé;contaminated;;
8430;hydrique;water;;
8431;company;company;;
8432;plafonner;to cap;;
8433;hydraulique;hydraulic;;
8434;flash;flash;;
8435;vance;advance;;
8436;consultant;consultant;;
8437;gsm;mobile phone;;
8438;attentivement;carefully;;
8439;retournement;reversal;;
8440;intégrité;integrity;;
8441;buffalo;buffalo;;
8442;réticence;reluctance;;
8443;pendre;hang;;
8444;dp;dp;;
8445;actualiser;update;;
8446;tandem;tandem;;
8447;ronald;ronald;;
8448;pam;pam;;
8449;linda;linda;;
8450;laatst;laatst;;
8451;prodiguer;lavish;;
8452;cooper;cooper;;
8453;diocèse;diocese;;
8454;rareté;rarity;;
8455;daoud;daoud;;
8456;lacrymogène;tear gas;;
8457;leandro;leandro;;
8458;mann;mann;;
8459;dolberg;dolberg;;
8460;manège;merry-go-round;;
8461;gaucher;left-handed;;
8462;corne;horn;;
8463;run;run;;
8464;todd;todd;;
8465;aujourdâ;today;;
8466;nyon;nyon;;
8467;inébranlable;unshakable;;
8468;hotel;hotel;;
8469;maccabi;maccabi;;
8470;veine;vein;;
8471;pérenniser;perpetuate;;
8472;anormal;abnormal;;
8473;inauguration;inauguration;;
8474;dam;dam;;
8475;brise;breeze;;
8476;avoisiner;neighbor;;
8477;luxueux;luxurious;;
8478;réanimation;resuscitation;;
8479;kyiv;kyiv;;
8480;brooklyn;brooklyn;;
8481;wauquiez;wauquiez;;
8482;dépose;removal;;
8483;bosser;work;;
8484;flottant;floating;;
8485;rouleau;roll;;
8486;epic;epic;;
8487;montée;rise;;
8488;intuitif;intuitive;;
8489;classic;classic;;
8490;three;three;;
8491;indépendamment;independently;;
8492;visionnage;viewing;;
8493;lahbib;lahbib;;
8494;paramilitaire;paramilitary;;
8495;dow;dow;;
8496;chancellerie;chancery;;
8497;ruiner;ruin;;
8498;ninja;ninja;;
8499;doctrine;doctrine;;
8500;north;north;;
8501;tatouage;tattoo;;
8502;équatorial;equatorial;;
8503;jungle;jungle;;
8504;notair;notary;;
8505;admiration;admiration;;
8506;équivoque;equivocal;;
8507;impérativement;imperatively;;
8508;tortue;tortoise;;
8509;patronat;employers;;
8510;off;off;;
8511;pérou;Peru;;
8512;audiophile;audiophile;;
8513;cohabiter;cohabit;;
8514;frisson;thrill;;
8515;remorque;trailer;;
8516;perfection;perfection;;
8517;warrior;warrior;;
8518;from;from;;
8519;polyvalence;versatility;;
8520;superviser;supervise;;
8521;cape;cape;;
8522;magnat;magnate;;
8523;moyenner;average;;
8524;aryna;aryna;;
8525;college;college;;
8526;onéreux;expensive;;
8527;chèvre;goat;;
8528;edmond;edmond;;
8529;patin;skate;;
8530;bouleversement;upheaval;;
8531;furieux;furious;;
8532;questionnaire;quiz;;
8533;habit;clothing;;
8534;fourgon;van;;
8535;it;it;;
8536;inès;ines;;
8537;rudi;rudi;;
8538;sauveteur;rescuer;;
8539;sonatrach;sonatrach;;
8540;accoucher;give birth;;
8541;journalier;daily;;
8542;bovin;bovine;;
8543;suicider;commit suicide;;
8544;tractation;negotiation;;
8545;bâche;tarpaulin;;
8546;gustave;gustave;;
8547;fds;fds;;
8548;monégasque;Monegasque;;
8549;postuler;to apply;;
8550;taliban;Taliban;;
8551;acolyte;acolyte;;
8552;dakhla;dakhla;;
8553;agrémenter;embellish;;
8554;frigo;fridge;;
8555;doper;dope;;
8556;sacré;sacred;;
8557;rik;rik;;
8558;assad;Assad;;
8559;clark;clark;;
8560;mets;put;;
8561;ruelle;alley;;
8562;ethan;ethan;;
8563;créancier;creditor;;
8564;sacha;sasha;;
8565;bilal;Bilal;;
8566;lancé;spear;;
8567;expérimental;experimental;;
8568;ados;teenagers;;
8569;alfred;alfred;;
8570;petkovic;petkovic;;
8571;nieuwsblad;nieuwsblad;;
8572;nicher;nest;;
8573;fabio;fabio;;
8574;boucherville;Boucherville;;
8575;déby;deby;;
8576;insuffler;infuse;;
8577;trimestriel;quarterly;;
8578;salv;hello;;
8579;md;md;;
8580;apte;fit;;
8581;conjuguer;conjugate;;
8582;tacle;tackle;;
8583;menacée;threatened;;
8584;bandit;bandit;;
8585;grincer;squeak;;
8586;lueur;glow;;
8587;luigi;Luigi;;
8588;ailier;winger;;
8589;roma;Roma;;
8590;band;band;;
8591;traumatiser;traumatize;;
8592;stella;stella;;
8593;loïs;laws;;
8594;navigateur;browser;;
8595;baguette;baguette;;
8596;casa;house;;
8597;as;ace;;
8598;continuellement;continually;;
8599;selfie;selfie;;
8600;hypothécaire;mortgage;;
8601;tollé;outcry;;
8602;catégorique;categorical;;
8603;acquéreur;buyer;;
8604;resident;resident;;
8605;pv;PV;;
8606;mandela;mandela;;
8607;ardent;ardent;;
8608;pfa;pfa;;
8609;suzanne;suzanne;;
8610;combine;combined;;
8611;kent;Kent;;
8612;collégial;college;;
8613;déconseiller;advise against;;
8614;short;shorts;;
8615;admirateur;admirer;;
8616;auditeur;listener;;
8617;noire;black;;
8618;chorégraphie;choreography;;
8619;tayyip;tayyip;;
8620;nutrition;nutrition;;
8621;yassine;yassine;;
8622;dilemme;dilemma;;
8623;qualificatif;qualifier;;
8624;ssr;ssr;;
8625;paternel;paternal;;
8626;pin;pine;;
8627;pion;pawn;;
8628;cachet;stamp;;
8629;cabane;hut;;
8630;exotique;exotic;;
8631;nuisible;harmful;;
8632;édité;edited;;
8633;israel;Israel;;
8634;chêne;oak;;
8635;délicieux;delicious;;
8636;gouvernementau;government;;
8637;ann;ann;;
8638;fa;fa;;
8639;infrabel;infrabel;;
8640;windsor;windsor;;
8641;assassin;assassin;;
8642;africaine;African;;
8643;wi;wi;;
8644;incomplet;incomplete;;
8645;médiocre;poor;;
8646;diawara;diawara;;
8647;remède;remedy;;
8648;autopsie;autopsy;;
8649;sd;sd;;
8650;ria;laughed;;
8651;floraison;bloom;;
8652;alléchant;tempting;;
8653;paralysie;paralysis;;
8654;michelin;michelin;;
8655;proue;bow;;
8656;envol;flight;;
8657;belgrade;Belgrade;;
8658;mercier;thank you;;
8659;visionnaire;visionary;;
8660;mdh;mdh;;
8661;akira;akira;;
8662;régularité;regularity;;
8663;hanche;hip;;
8664;han;han;;
8665;pq;pq;;
8666;léser;wrong;;
8667;mcdavid;mcdavid;;
8668;péripétie;adventure;;
8669;samir;samir;;
8670;chou;cabbage;;
8671;existentiel;existential;;
8672;nourrisson;infant;;
8673;nullement;in no way;;
8674;you;you;;
8675;polar;polar;;
8676;gonzalez;gonzalez;;
8677;jardinier;gardener;;
8678;lb;lb;;
8679;lavage;washing;;
8680;nicholas;Nicholas;;
8681;campbell;campbell;;
8682;advenir;happen;;
8683;exploitant;operator;;
8684;hardy;hardy;;
8685;maxim;maxim;;
8686;vaucluse;vaucluse;;
8687;déco;decoration;;
8688;moldavie;moldova;;
8689;tendresse;tenderness;;
8690;leone;leone;;
8691;préalablement;previously;;
8692;dublin;Dublin;;
8693;copenhague;copenhagen;;
8694;spot;spot;;
8695;affection;affection;;
8696;copier;copy;;
8697;rebaptiser;rename;;
8698;biennale;biennial;;
8699;tripartite;tripartite;;
8700;ross;Ross;;
8701;amir;amir;;
8702;foreur;driller;;
8703;rotterdam;rotterdam;;
8704;instituer;institute;;
8705;iron;iron;;
8706;pédagogie;pedagogy;;
8707;enrique;enrique;;
8708;tumeur;tumor;;
8709;discriminatoire;discriminatory;;
8710;lisbonne;Lisbon;;
8711;fernand;fernand;;
8712;énigme;enigma;;
8713;favorablement;favorably;;
8714;inflationniste;inflationary;;
8715;phénoménal;phenomenal;;
8716;autoroutier;highway;;
8717;lakers;lakers;;
8718;indifférent;indifferent;;
8719;braquer;rob;;
8720;grant;grant;;
8721;reloger;rehouse;;
8722;dynastie;dynasty;;
8723;kanye;kanye;;
8724;tempo;tempo;;
8725;wim;wim;;
8726;rétorquer;retort;;
8727;magistrate;magistrate;;
8728;billetterie;ticket office;;
8729;créditer;credit;;
8730;doléance;grievance;;
8731;arabes;arabs;;
8732;renaître;reborn;;
8733;prérogative;prerogative;;
8734;ana;ana;;
8735;margot;margot;;
8736;sabalenka;sabalenka;;
8737;homard;lobster;;
8738;crayon;pencil;;
8739;creed;creed;;
8740;ardennes;ardennes;;
8741;blessin;hurtin;;
8742;complète;complete;;
8743;serpent;snake;;
8744;christelle;christelle;;
8745;ferveur;fervor;;
8746;dupuis;dupuis;;
8747;pau;pau;;
8748;kasper;kasper;;
8749;endémique;endemic;;
8750;syndic;trustee;;
8751;capitalisation;capitalization;;
8752;kirby;kirby;;
8753;sabine;sabine;;
8754;dictionnaire;dictionary;;
8755;confiscation;confiscation;;
8756;sociologue;sociologist;;
8757;persécution;persecution;;
8758;lens;lens;;
8759;millénaire;millennium;;
8760;provocateur;provocative;;
8761;divertir;entertain;;
8762;costaud;strong;;
8763;désagrément;inconvenience;;
8764;bologne;bologna;;
8765;rate;missed;;
8766;incomber;to incumb;;
8767;zulte;zulte;;
8768;bangladesh;bangladesh;;
8769;humoristique;humorous;;
8770;cheminée;chimney;;
8771;meghan;meghan;;
8772;massage;massage;;
8773;soufiane;soufiane;;
8774;surpopulation;overcrowding;;
8775;coule;flows;;
8776;hitler;Hitler;;
8777;brosse;brush;;
8778;rétrospective;retrospective;;
8779;addi;addi;;
8780;cologne;cologne;;
8781;salvador;salvador;;
8782;obsèque;funeral;;
8783;châtelet;chatelet;;
8784;varsovie;warsaw;;
8785;haïfa;haifa;;
8786;donation;donation;;
8787;défensivement;defensively;;
8788;jolie;pretty;;
8789;indécis;undecided;;
8790;délinquance;delinquency;;
8791;csv;csv;;
8792;parasite;parasite;;
8793;désavantage;disadvantage;;
8794;connaitre;to know;;
8795;synagogu;synagogue;;
8796;attestation;certificate;;
8797;thermomètre;thermometer;;
8798;columbus;columbus;;
8799;unis;united;;
8800;collégien;college student;;
8801;neuchâtel;neuchâtel;;
8802;bradley;bradley;;
8803;humble;humble;;
8804;bombardier;bomber;;
8805;convive;guest;;
8806;financial;finance;;
8807;chaleureusement;warmly;;
8808;starmer;starmer;;
8809;opératoire;operative;;
8810;drogué;drug;;
8811;zombie;zombie;;
8812;cruauté;cruelty;;
8813;btp;construction;;
8814;fasciste;fascist;;
8815;soudaine;sudden;;
8816;validité;validity;;
8817;monster;monster;;
8818;padel;padel;;
8819;psv;psv;;
8820;cartographie;cartography;;
8821;dialoguer;dialogue;;
8822;esclave;slave;;
8823;remplaçant;substitute;;
8824;interrogée;questioned;;
8825;emprise;right of way;;
8826;vacancier;vacationer;;
8827;préventive;preventive;;
8828;bouleversant;upsetting;;
8829;uashat;uashat;;
8830;communément;commonly;;
8831;sincérité;sincerity;;
8832;aaa;aaa;;
8833;ventilation;ventilation;;
8834;sitôt;soon;;
8835;said;said;;
8836;theo;theo;;
8837;effondrement;collapse;;
8838;borains;borains;;
8839;houlette;crook;;
8840;châssis;chassis;;
8841;pépin;seed;;
8842;arène;arena;;
8843;astrid;astrid;;
8844;succursale;branch;;
8845;compiler;compile;;
8846;elena;elena;;
8847;castets;castets;;
8848;génocidaire;genocidal;;
8849;vr;vr;;
8850;impulsion;pulse;;
8851;aill;ail;;
8852;general;general;;
8853;redire;repeat;;
8854;familiariser;familiarize;;
8855;désagréable;unpleasant;;
8856;forain;fairground;;
8857;ciney;cinema;;
8858;zidane;zidane;;
8859;dissuasion;deterrence;;
8860;sereinement;serenely;;
8861;souple;flexible;;
8862;prénommer;name;;
8863;omniprésent;omnipresent;;
8864;somptueux;sumptuous;;
8865;doublement;doubly;;
8866;laaouej;laaouej;;
8867;créance;debt;;
8868;ciss;ciss;;
8869;impérial;imperial;;
8870;pressenti;anticipated;;
8871;hospitalisation;hospitalization;;
8872;racial;racial;;
8873;blaise;blaise;;
8874;full;full;;
8875;importateur;importer;;
8876;stressant;stressful;;
8877;lutteur;wrestler;;
8878;émilie;emily;;
8879;fleuron;floret;;
8880;butin;booty;;
8881;captivité;captivity;;
8882;bidon;can;;
8883;coordonné;coordinated;;
8884;graisse;fat;;
8885;bouder;to pout;;
8886;lebrun;lebrun;;
8887;arnold;arnold;;
8888;predators;predators;;
8889;wouter;wouter;;
8890;merveille;wonder;;
8891;chapiteau;marquee;;
8892;athènes;Athens;;
8893;sentence;sentence;;
8894;espérance;hope;;
8895;normaliser;normalize;;
8896;jonction;junction;;
8897;enix;enix;;
8898;subitement;suddenly;;
8899;die;die;;
8900;comptabilité;accounting;;
8901;noyade;drowning;;
8902;guinness;guinness;;
8903;baby;baby;;
8904;planifié;planned;;
8905;mécanicien;mechanic;;
8906;cowboys;cowboys;;
8907;commanditaire;sponsor;;
8908;fibre;fiber;;
8909;cartonner;cardboard;;
8910;bot;bot;;
8911;mw;mw;;
8912;formulée;formulated;;
8913;sonorité;sound;;
8914;clarification;clarification;;
8915;lanaudière;lanaudière;;
8916;afghanistan;Afghanistan;;
8917;azali;azali;;
8918;bulgarie;Bulgaria;;
8919;clivage;cleavage;;
8920;rick;rick;;
8921;vénézuélien;Venezuelan;;
8922;réévaluer;reevaluate;;
8923;clown;clown;;
8924;irréversible;irreversible;;
8925;utilité;utility;;
8926;kayak;kayak;;
8927;confectionner;make;;
8928;rights;rights;;
8929;contrée;country;;
8930;flor;flower;;
8931;impeccable;flawless;;
8932;résonance;resonance;;
8933;proclamation;proclamation;;
8934;bêtise;stupidity;;
8935;savon;soap;;
8936;niang;niang;;
8937;canarie;canary;;
8938;jardinage;gardening;;
8939;augustin;augustine;;
8940;huil;oil;;
8941;bilatérau;bilateral;;
8942;choléra;cholera;;
8943;ferry;ferry;;
8944;correctionnelle;correctional;;
8945;sima;sima;;
8946;trame;frame;;
8947;fée;fairy;;
8948;fédérer;federate;;
8949;traqu;stalked;;
8950;aléatoire;random;;
8951;guidée;guided;;
8952;assange;assange;;
8953;guyane;Guyana;;
8954;souper;supper;;
8955;atrocité;atrocity;;
8956;achraf;achraf;;
8957;contrebande;smuggling;;
8958;pelle;shovel;;
8959;poulin;foal;;
8960;lucarne;skylight;;
8961;leroy;leroy;;
8962;riviera;riviera;;
8963;affluence;affluence;;
8964;intenter;bring;;
8965;caron;caron;;
8966;macabre;macabre;;
8967;fortuné;fortune;;
8968;paribas;paribas;;
8969;réapparaître;reappear;;
8970;charisme;charisma;;
8971;roux;redhead;;
8972;coma;coma;;
8973;ankara;ankara;;
8974;bâtisse;building;;
8975;youtubeur;youtuber;;
8976;tcs;tcs;;
8977;mans;mans;;
8978;majestueux;majestic;;
8979;tavares;tavares;;
8980;brigades;brigades;;
8981;garmin;garmin;;
8982;idrissa;idrissa;;
8983;parution;publication;;
8984;qualitatif;qualitative;;
8985;inadmissible;unacceptable;;
8986;quatuor;quartet;;
8987;lacroix;lacroix;;
8988;sansal;sansal;;
8989;sainte;holy;;
8990;déduire;deduct;;
8991;sueur;sweat;;
8992;plaquer;tackle;;
8993;portland;Portland;;
8994;incontestable;indisputable;;
8995;perry;perry;;
8996;harrison;harrison;;
8997;stresser;stress;;
8998;denver;Denver;;
8999;accumulation;accumulation;;
9000;enzo;enzo;;
9001;lance;spear;;
9002;engrais;fertilizer;;
9003;lin;linen;;
